assetId,profileId,gender,numericId,identityScope,isReserve,reserveStatus,activeForTarget,identityDecision,shotType,targetFaceType,targetLooksLevel,targetLooksLevelBand,status,localPath,finalPath,approvedPath,rejectedPath,expectedRawPath,expectedFinalPath,expectedApprovedPath,expectedRejectedPath,storagePath,legacyStoragePath,model,size,quality,outputFormat,promptHash,referenceAssetId,referenceLocalPath,resolvedReferencePath,attempt,attemptCount,dryRun,updatedAt,error
female_053__vibe_card__v001,female_053,female,,production,False,,True,,vibe_card,,,,prepared,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_053__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/053/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_053__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_053__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_053__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/053/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_053__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_053__vibe_card__v001__attempt01.png,ai_profiles/female/053/vibe_card.png,ai_profiles/female/053.png,codex-built-in-imagegen,1024x1536,high,png,5eda2027198613bf4101b90c,female_053__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/053/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/053/face_card.png,,0,False,2026-05-06T23:01:10+00:00,
female_054__face_card__v001,female_054,female,,production,False,,True,,face_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_054__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/054/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_054__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_054__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_054__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/054/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_054__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_054__face_card__v001__attempt01.png,ai_profiles/female/054/face_card.png,ai_profiles/female/054.png,codex-built-in-imagegen,1024x1536,high,png,c5a2aceb5b9a78b2420e9e9d,,,,,0,False,2026-05-10T14:25:21+00:00,missing_image
female_054__silhouette_card__v001,female_054,female,,production,False,,True,,silhouette_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_054__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/054/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_054__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_054__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_054__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/054/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_054__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_054__silhouette_card__v001__attempt01.png,ai_profiles/female/054/silhouette_card.png,ai_profiles/female/054.png,codex-built-in-imagegen,1024x1536,high,png,1996b149ec212e7ddf410b70,female_054__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/054/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/054/face_card.png,,0,False,2026-05-10T12:28:47+00:00,missing_image
female_054__vibe_card__v001,female_054,female,,production,False,,True,,vibe_card,,,,prepared,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_054__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/054/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_054__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_054__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_054__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/054/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_054__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_054__vibe_card__v001__attempt01.png,ai_profiles/female/054/vibe_card.png,ai_profiles/female/054.png,codex-built-in-imagegen,1024x1536,high,png,179b1e320f04b67d6a66b31a,female_054__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/054/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/054/face_card.png,,0,False,2026-05-06T23:01:10+00:00,
female_055__face_card__v001,female_055,female,,production,False,,True,,face_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_055__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/055/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_055__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_055__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_055__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/055/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_055__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_055__face_card__v001__attempt01.png,ai_profiles/female/055/face_card.png,ai_profiles/female/055.png,codex-built-in-imagegen,1024x1536,high,png,181a1710c6a401fe88032d38,,,,,0,False,2026-05-10T14:25:21+00:00,missing_image
female_055__silhouette_card__v001,female_055,female,,production,False,,True,,silhouette_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_055__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/055/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_055__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_055__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_055__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/055/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_055__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_055__silhouette_card__v001__attempt01.png,ai_profiles/female/055/silhouette_card.png,ai_profiles/female/055.png,codex-built-in-imagegen,1024x1536,high,png,ff4a68d1aadb85cc6a89d02b,female_055__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/055/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/055/face_card.png,,0,False,2026-05-10T12:28:47+00:00,missing_image
female_055__vibe_card__v001,female_055,female,,production,False,,True,,vibe_card,,,,prepared,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_055__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/055/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_055__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_055__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_055__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/055/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_055__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_055__vibe_card__v001__attempt01.png,ai_profiles/female/055/vibe_card.png,ai_profiles/female/055.png,codex-built-in-imagegen,1024x1536,high,png,f61978bbcb41c36da4e73a91,female_055__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/055/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/055/face_card.png,,0,False,2026-05-06T23:01:10+00:00,
female_056__face_card__v001,female_056,female,,production,False,,True,,face_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_056__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/056/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_056__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_056__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_056__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/056/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_056__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_056__face_card__v001__attempt01.png,ai_profiles/female/056/face_card.png,ai_profiles/female/056.png,codex-built-in-imagegen,1024x1536,high,png,e89294329c07d88cb27a8676,,,,,0,False,2026-05-10T14:25:21+00:00,missing_image
female_056__silhouette_card__v001,female_056,female,,production,False,,True,,silhouette_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_056__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/056/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_056__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_056__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_056__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/056/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_056__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_056__silhouette_card__v001__attempt01.png,ai_profiles/female/056/silhouette_card.png,ai_profiles/female/056.png,codex-built-in-imagegen,1024x1536,high,png,bbb43a7ce53df999702b895e,female_056__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/056/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/056/face_card.png,,0,False,2026-05-10T12:28:47+00:00,missing_image
female_056__vibe_card__v001,female_056,female,,production,False,,True,,vibe_card,,,,prepared,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_056__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/056/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_056__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_056__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_056__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/056/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_056__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_056__vibe_card__v001__attempt01.png,ai_profiles/female/056/vibe_card.png,ai_profiles/female/056.png,codex-built-in-imagegen,1024x1536,high,png,f648feb3e81e8a78545ab284,female_056__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/056/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/056/face_card.png,,0,False,2026-05-06T23:01:10+00:00,
female_057__face_card__v001,female_057,female,,production,False,,True,,face_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_057__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/057/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_057__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_057__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_057__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/057/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_057__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_057__face_card__v001__attempt01.png,ai_profiles/female/057/face_card.png,ai_profiles/female/057.png,codex-built-in-imagegen,1024x1536,high,png,3fa467a7a09d81d67e7ba8ce,,,,,0,False,2026-05-10T14:25:21+00:00,missing_image
female_057__silhouette_card__v001,female_057,female,,production,False,,True,,silhouette_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_057__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/057/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_057__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_057__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_057__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/057/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_057__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_057__silhouette_card__v001__attempt01.png,ai_profiles/female/057/silhouette_card.png,ai_profiles/female/057.png,codex-built-in-imagegen,1024x1536,high,png,9338b2d2858a3683192361dd,female_057__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/057/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/057/face_card.png,,0,False,2026-05-10T12:28:47+00:00,missing_image
female_057__vibe_card__v001,female_057,female,,production,False,,True,,vibe_card,,,,prepared,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_057__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/057/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_057__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_057__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_057__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/057/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_057__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_057__vibe_card__v001__attempt01.png,ai_profiles/female/057/vibe_card.png,ai_profiles/female/057.png,codex-built-in-imagegen,1024x1536,high,png,bf502844950ed6151885cd8c,female_057__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/057/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/057/face_card.png,,0,False,2026-05-06T23:01:10+00:00,
female_058__face_card__v001,female_058,female,,production,False,,True,,face_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_058__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/058/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_058__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_058__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_058__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/058/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_058__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_058__face_card__v001__attempt01.png,ai_profiles/female/058/face_card.png,ai_profiles/female/058.png,codex-built-in-imagegen,1024x1536,high,png,bdcec961144dbc683b7ebd54,,,,,0,False,2026-05-10T14:25:21+00:00,missing_image
female_058__silhouette_card__v001,female_058,female,,production,False,,True,,silhouette_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_058__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/058/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_058__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_058__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_058__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/058/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_058__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_058__silhouette_card__v001__attempt01.png,ai_profiles/female/058/silhouette_card.png,ai_profiles/female/058.png,codex-built-in-imagegen,1024x1536,high,png,935f2cfc4aa39cc381a26020,female_058__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/058/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/058/face_card.png,,0,False,2026-05-10T12:28:47+00:00,missing_image
female_058__vibe_card__v001,female_058,female,,production,False,,True,,vibe_card,,,,prepared,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_058__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/058/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_058__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_058__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_058__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/058/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_058__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_058__vibe_card__v001__attempt01.png,ai_profiles/female/058/vibe_card.png,ai_profiles/female/058.png,codex-built-in-imagegen,1024x1536,high,png,3756efe28c6f33b5da61fbd2,female_058__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/058/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/058/face_card.png,,0,False,2026-05-06T23:01:10+00:00,
female_059__face_card__v001,female_059,female,,production,False,,True,,face_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_059__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/059/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_059__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_059__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_059__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/059/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_059__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_059__face_card__v001__attempt01.png,ai_profiles/female/059/face_card.png,ai_profiles/female/059.png,codex-built-in-imagegen,1024x1536,high,png,34318da1e59ab18edbf767a3,,,,,0,False,2026-05-10T14:25:21+00:00,missing_image
female_059__silhouette_card__v001,female_059,female,,production,False,,True,,silhouette_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_059__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/059/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_059__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_059__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_059__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/059/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_059__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_059__silhouette_card__v001__attempt01.png,ai_profiles/female/059/silhouette_card.png,ai_profiles/female/059.png,codex-built-in-imagegen,1024x1536,high,png,c5bb6136815004e292b148f0,female_059__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/059/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/059/face_card.png,,0,False,2026-05-10T12:28:47+00:00,missing_image
female_059__vibe_card__v001,female_059,female,,production,False,,True,,vibe_card,,,,prepared,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_059__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/059/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_059__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_059__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_059__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/059/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_059__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_059__vibe_card__v001__attempt01.png,ai_profiles/female/059/vibe_card.png,ai_profiles/female/059.png,codex-built-in-imagegen,1024x1536,high,png,c6f904b187873cd96a84e66c,female_059__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/059/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/059/face_card.png,,0,False,2026-05-06T23:01:10+00:00,
female_060__face_card__v001,female_060,female,,production,False,,True,,face_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_060__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/060/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_060__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_060__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_060__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/060/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_060__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_060__face_card__v001__attempt01.png,ai_profiles/female/060/face_card.png,ai_profiles/female/060.png,codex-built-in-imagegen,1024x1536,high,png,b0384ea522187c5616ef05ac,,,,,0,False,2026-05-10T14:25:21+00:00,missing_image
female_060__silhouette_card__v001,female_060,female,,production,False,,True,,silhouette_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_060__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/060/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_060__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_060__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_060__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/060/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_060__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_060__silhouette_card__v001__attempt01.png,ai_profiles/female/060/silhouette_card.png,ai_profiles/female/060.png,codex-built-in-imagegen,1024x1536,high,png,ac477d16dc1b5080f5df9057,female_060__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/060/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/060/face_card.png,,0,False,2026-05-10T12:28:47+00:00,missing_image
female_060__vibe_card__v001,female_060,female,,production,False,,True,,vibe_card,,,,prepared,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_060__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/060/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_060__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_060__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_060__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/060/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_060__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_060__vibe_card__v001__attempt01.png,ai_profiles/female/060/vibe_card.png,ai_profiles/female/060.png,codex-built-in-imagegen,1024x1536,high,png,1858ac419c5cf4f4673cd31c,female_060__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/060/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/060/face_card.png,,0,False,2026-05-06T23:01:10+00:00,
female_061__face_card__v001,female_061,female,,production,False,,True,,face_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_061__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/061/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_061__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_061__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_061__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/061/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_061__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_061__face_card__v001__attempt01.png,ai_profiles/female/061/face_card.png,ai_profiles/female/061.png,codex-built-in-imagegen,1024x1536,high,png,c8229565ab54a6f014bc599f,,,,,0,False,2026-05-10T14:25:21+00:00,missing_image
