assetId,profileId,gender,numericId,identityScope,isReserve,reserveStatus,activeForTarget,identityDecision,shotType,targetFaceType,targetLooksLevel,targetLooksLevelBand,status,localPath,finalPath,approvedPath,rejectedPath,expectedRawPath,expectedFinalPath,expectedApprovedPath,expectedRejectedPath,storagePath,legacyStoragePath,model,size,quality,outputFormat,promptHash,referenceAssetId,referenceLocalPath,resolvedReferencePath,attempt,attemptCount,dryRun,updatedAt,error
female_001__face_card__v001,female_001,female,,production,False,,True,rejected,face_card,,,,file_needs_review,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/001/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/001/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_001__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_001__face_card__v001__attempt03.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/001/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/001/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_001__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_001__face_card__v001__attempt03.png,ai_profiles/female/001/face_card.png,ai_profiles/female/001.png,codex-built-in-imagegen,1024x1536,high,png,abcc029d6a8a396abbc8dfe1,,,,3,3,False,2026-05-10T15:46:19+00:00,Integrity passed; active visual QA still required.
female_001__silhouette_card__v001,female_001,female,,production,False,,True,,silhouette_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_001__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/001/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_001__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_001__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_001__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/001/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_001__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_001__silhouette_card__v001__attempt01.png,ai_profiles/female/001/silhouette_card.png,ai_profiles/female/001.png,codex-built-in-imagegen,1024x1536,high,png,2e5e11e1be89d8358772b822,female_001__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/001/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/001/face_card.png,,0,False,2026-05-10T12:28:47+00:00,missing_image
female_001__vibe_card__v001,female_001,female,,production,False,,True,,vibe_card,,,,prepared,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_001__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/001/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_001__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_001__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_001__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/001/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_001__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_001__vibe_card__v001__attempt01.png,ai_profiles/female/001/vibe_card.png,ai_profiles/female/001.png,codex-built-in-imagegen,1024x1536,high,png,edd49077769ba47d9497e5aa,female_001__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/001/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/001/face_card.png,,0,False,2026-05-06T23:01:10+00:00,
female_002__face_card__v001,female_002,female,,production,False,,True,,face_card,,,,file_needs_review,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/002/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/002/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_002__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_002__face_card__v001__attempt03.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/002/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/002/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_002__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_002__face_card__v001__attempt03.png,ai_profiles/female/002/face_card.png,ai_profiles/female/002.png,codex-built-in-imagegen,1024x1536,high,png,0b7f9ba28e40debbc07512e4,,,,3,3,False,2026-05-10T15:46:21+00:00,Integrity passed; active visual QA still required.
female_002__silhouette_card__v001,female_002,female,,production,False,,True,,silhouette_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_002__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/002/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_002__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_002__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_002__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/002/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_002__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_002__silhouette_card__v001__attempt01.png,ai_profiles/female/002/silhouette_card.png,ai_profiles/female/002.png,codex-built-in-imagegen,1024x1536,high,png,48a376496b92d81df01a4f88,female_002__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/002/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/002/face_card.png,,0,False,2026-05-10T12:28:47+00:00,missing_image
female_002__vibe_card__v001,female_002,female,,production,False,,True,,vibe_card,,,,prepared,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_002__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/002/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_002__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_002__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_002__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/002/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_002__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_002__vibe_card__v001__attempt01.png,ai_profiles/female/002/vibe_card.png,ai_profiles/female/002.png,codex-built-in-imagegen,1024x1536,high,png,7e460ab9c93aba9bd8c2f926,female_002__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/002/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/002/face_card.png,,0,False,2026-05-06T23:01:10+00:00,
female_003__face_card__v001,female_003,female,,production,False,,True,,face_card,,,,file_needs_review,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_003__face_card__v001__attempt02.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/003/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_003__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_003__face_card__v001__attempt02.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_003__face_card__v001__attempt02.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/003/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_003__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_003__face_card__v001__attempt02.png,ai_profiles/female/003/face_card.png,ai_profiles/female/003.png,codex-built-in-imagegen,1024x1536,high,png,7fa020a9e3504ed5b5c5c3ba,,,,2,2,False,2026-05-10T15:46:23+00:00,Integrity passed; active visual QA still required.
female_003__silhouette_card__v001,female_003,female,,production,False,,True,,silhouette_card,,,,file_needs_review,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_003__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/003/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_003__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_003__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_003__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/003/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_003__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_003__silhouette_card__v001__attempt01.png,ai_profiles/female/003/silhouette_card.png,ai_profiles/female/003.png,codex-built-in-imagegen,1024x1536,high,png,879527faf0ac7de8b7125843,female_003__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/003/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/003/face_card.png,1,1,False,2026-05-10T15:46:25+00:00,Integrity passed; active visual QA still required.
female_003__vibe_card__v001,female_003,female,,production,False,,True,,vibe_card,,,,prepared,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_003__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/003/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_003__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_003__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_003__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/003/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_003__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_003__vibe_card__v001__attempt01.png,ai_profiles/female/003/vibe_card.png,ai_profiles/female/003.png,codex-built-in-imagegen,1024x1536,high,png,4db9c617874942d54a0cf046,female_003__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/003/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/003/face_card.png,,0,False,2026-05-06T23:01:10+00:00,
female_004__face_card__v001,female_004,female,,production,False,,True,,face_card,,,,file_needs_review,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_004__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/004/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_004__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_004__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_004__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/004/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_004__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_004__face_card__v001__attempt01.png,ai_profiles/female/004/face_card.png,ai_profiles/female/004.png,codex-built-in-imagegen,1024x1536,high,png,99731c5c2dea8e39101a8048,,,,1,1,False,2026-05-10T15:46:27+00:00,Integrity passed; active visual QA still required.
female_004__silhouette_card__v001,female_004,female,,production,False,,True,,silhouette_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_004__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/004/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_004__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_004__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_004__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/004/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_004__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_004__silhouette_card__v001__attempt01.png,ai_profiles/female/004/silhouette_card.png,ai_profiles/female/004.png,codex-built-in-imagegen,1024x1536,high,png,b38029c151d33f47a82a5042,female_004__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/004/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/004/face_card.png,,0,False,2026-05-10T12:28:47+00:00,missing_image
female_004__vibe_card__v001,female_004,female,,production,False,,True,,vibe_card,,,,prepared,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_004__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/004/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_004__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_004__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_004__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/004/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_004__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_004__vibe_card__v001__attempt01.png,ai_profiles/female/004/vibe_card.png,ai_profiles/female/004.png,codex-built-in-imagegen,1024x1536,high,png,02a921eb2b546da3561e0e3e,female_004__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/004/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/004/face_card.png,,0,False,2026-05-06T23:01:10+00:00,
female_005__face_card__v001,female_005,female,,production,False,,True,,face_card,,,,file_rejected,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_005__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/005/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_005__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_005__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_005__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/005/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_005__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_005__face_card__v001__attempt01.png,ai_profiles/female/005/face_card.png,ai_profiles/female/005.png,codex-built-in-imagegen,1024x1536,high,png,1b3fff98b677af3c11e3dc21,,,,1,1,False,2026-05-10T14:25:20+00:00,bad_aspect_ratio
female_005__silhouette_card__v001,female_005,female,,production,False,,True,,silhouette_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_005__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/005/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_005__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_005__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_005__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/005/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_005__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_005__silhouette_card__v001__attempt01.png,ai_profiles/female/005/silhouette_card.png,ai_profiles/female/005.png,codex-built-in-imagegen,1024x1536,high,png,e043bf2111f708c5b489c889,female_005__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/005/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/005/face_card.png,,0,False,2026-05-10T12:28:47+00:00,missing_image
female_005__vibe_card__v001,female_005,female,,production,False,,True,,vibe_card,,,,prepared,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_005__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/005/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_005__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_005__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_005__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/005/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_005__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_005__vibe_card__v001__attempt01.png,ai_profiles/female/005/vibe_card.png,ai_profiles/female/005.png,codex-built-in-imagegen,1024x1536,high,png,afccb44dfadb43d114ad9c84,female_005__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/005/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/005/face_card.png,,0,False,2026-05-06T23:01:10+00:00,
female_006__face_card__v001,female_006,female,,production,False,,True,,face_card,,,,file_needs_review,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_006__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/006/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_006__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_006__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_006__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/006/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_006__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_006__face_card__v001__attempt01.png,ai_profiles/female/006/face_card.png,ai_profiles/female/006.png,codex-built-in-imagegen,1024x1536,high,png,99f44929111b6d5a5919c0e3,,,,1,1,False,2026-05-10T15:46:29+00:00,Integrity passed; active visual QA still required.
female_006__silhouette_card__v001,female_006,female,,production,False,,True,,silhouette_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_006__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/006/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_006__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_006__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_006__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/006/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_006__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_006__silhouette_card__v001__attempt01.png,ai_profiles/female/006/silhouette_card.png,ai_profiles/female/006.png,codex-built-in-imagegen,1024x1536,high,png,4b2d3f54eb5cb6736f0fe874,female_006__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/006/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/006/face_card.png,,0,False,2026-05-10T12:28:47+00:00,missing_image
female_006__vibe_card__v001,female_006,female,,production,False,,True,,vibe_card,,,,prepared,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_006__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/006/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_006__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_006__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_006__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/006/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_006__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_006__vibe_card__v001__attempt01.png,ai_profiles/female/006/vibe_card.png,ai_profiles/female/006.png,codex-built-in-imagegen,1024x1536,high,png,475f729763ba0417f7a89108,female_006__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/006/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/006/face_card.png,,0,False,2026-05-06T23:01:10+00:00,
female_007__face_card__v001,female_007,female,,production,False,,True,,face_card,,,,file_needs_review,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_007__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/007/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_007__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_007__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_007__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/007/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_007__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_007__face_card__v001__attempt01.png,ai_profiles/female/007/face_card.png,ai_profiles/female/007.png,codex-built-in-imagegen,1024x1536,high,png,7dd4c689f9ec3f0ba3fe6a14,,,,1,1,False,2026-05-10T15:46:31+00:00,Integrity passed; active visual QA still required.
female_007__silhouette_card__v001,female_007,female,,production,False,,True,,silhouette_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_007__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/007/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_007__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_007__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_007__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/007/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_007__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_007__silhouette_card__v001__attempt01.png,ai_profiles/female/007/silhouette_card.png,ai_profiles/female/007.png,codex-built-in-imagegen,1024x1536,high,png,7f6a4fb3d1eebe9f7972b9e0,female_007__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/007/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/007/face_card.png,,0,False,2026-05-10T12:28:47+00:00,missing_image
female_007__vibe_card__v001,female_007,female,,production,False,,True,,vibe_card,,,,prepared,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_007__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/007/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_007__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_007__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_007__vibe_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/007/vibe_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_007__vibe_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_007__vibe_card__v001__attempt01.png,ai_profiles/female/007/vibe_card.png,ai_profiles/female/007.png,codex-built-in-imagegen,1024x1536,high,png,c3a4cfebdf789a3e261d0340,female_007__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/007/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/007/face_card.png,,0,False,2026-05-06T23:01:10+00:00,
female_008__face_card__v001,female_008,female,008,production,False,,True,,face_card,,,,file_needs_review,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_008__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/008/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_008__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_008__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_008__face_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/008/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_008__face_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_008__face_card__v001__attempt01.png,ai_profiles/female/008/face_card.png,ai_profiles/female/008.png,codex-built-in-imagegen,1024x1536,high,png,99099a27954bbb8fea8767e5,,,,1,1,False,2026-05-10T15:46:33+00:00,Integrity passed; active visual QA still required.
female_008__silhouette_card__v001,female_008,female,,production,False,,True,,silhouette_card,,,,missing,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_008__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/008/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_008__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_008__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/raw/female_008__silhouette_card__v001__attempt01.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/008/silhouette_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/approved/female_008__silhouette_card__v001.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/rejected/female_008__silhouette_card__v001__attempt01.png,ai_profiles/female/008/silhouette_card.png,ai_profiles/female/008.png,codex-built-in-imagegen,1024x1536,high,png,d2ffd6a9e6c6aecbbba76db6,female_008__face_card__v001,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/008/face_card.png,C:/Users/samsung/StudioProjects/semisemifinal/ai_image/female/008/face_card.png,,0,False,2026-05-10T12:28:47+00:00,missing_image
